address,module_address,chain_key,deployed_block,owners,threshold,deployed_tx_index,deployed_log_index
0xdc0dea7a62b02ce24cc8ce8dead861614d15c3c1,0x71a1065158c7355b2ebaab31a3f5003c51b5c298,0x4fF4e61052a4DFb1bE72866aB711AE08DD861976,37134208,0x4fF4e61052a4DFb1bE72866aB711AE08DD861976,1,0,0
