address,module_address,chain_key,deployed_block,deployed_tx_index,deployed_log_index
0x6477e5b36b0f14f8b8a9afc4c1c3f7a21d12b1a3,0xd5aa6d5e7350ff82700e53d66a8b90942f0f3439,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,70,0
0x7a2a74b26f24f39b35d02773102585203cce2567,0x138ff63e88237afc928c15bc4bc6ed54d4ba649e,0x01bfbcb6a2924b083969ce6237adbbf3bfa7de13,30000000,71,0
0x58810d65f055295678e1527e0d82d2ed8cced66a,0x76192418b70484a3484f949c87823b46f3a5ee59,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,72,0
0x824c214a090c9f64886bf6ed9d6f35894ba4dbd0,0xe8026431a7f5bb4ff460a97ad9eb16af80e9fe5b,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,73,0
0xb52e8406a23d6caa81f373391915b02dfda9c4fc,0x72f0a3368380735060b852dc4a1c520506f1d100,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,74,0
0xf37ce642d6820e4a70687ba605e40e897eac47ab,0xb76b15f1276e7f18d3fff5e87d8c405eaebed9ee,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,75,0
0x9e8cf44a56933a2216d512f489eeceaaa27740f6,0x965cb1645357b85b0193cdcb0c49b24019a3b0fb,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,76,0
0x2c17bf7f3948e9227b775a4c1c7aabe46067c9c2,0xa64ca41f1854f7db370301741278a96ee29f0bbb,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,77,0
0xdf2d4fc35436183570476682ae87597cfe50cd45,0xbbdd9b383b22318cb4e5b96efe4cd419a2ddb6af,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,78,0
0xf1aee499341d913af6c59a03e633377e84a8f8e4,0x9d63f4e9e79387fd5ff1e5fc7d6a6d9c3d368d69,0x4ff4e61052a4dfb1be72866ab711ae08dd861976,30000000,79,0
